epoch,train_loss,val_loss,train_iou,val_iou,train_dice,val_dice,train_precision,val_precision,train_recall,val_recall
1,0.9520161426067353,0.7396343396260188,0.4457895285521776,0.5251058357966162,0.6166727863890313,0.6886156009262597,0.5050554915072033,0.5499206127419912,0.7916210980536481,0.920866528228443
2,0.756561496257782,0.694941406066601,0.580394203894108,0.682708404741425,0.7344929543072363,0.8114399414868723,0.6483481351435837,0.8082615882366344,0.8470372259743022,0.81464339010347
3,0.7374219796061516,0.6642079949378967,0.5974369174090125,0.6817800537663539,0.7479943788679112,0.8107838504083865,0.6729438495620863,0.7840424360302712,0.8418863360949198,0.839413822235864
4,0.7335446152091026,0.6100665376736567,0.5913567487436422,0.6979171951208482,0.7432107843957825,0.8220862561806783,0.6617391193571202,0.7742559207493434,0.8475602867309254,0.8762152160924707
5,0.7071286910772323,0.6758870849242578,0.5875260952274396,0.5268450812754619,0.740178189188464,0.6901094128493479,0.6458528722827068,0.5386060126661542,0.8667675890856466,0.9602029724728607
6,0.6808550050854683,0.5188301985080426,0.6156390961437243,0.7568900365228847,0.7620997753931033,0.8616248265837617,0.6841023930951448,0.8312672290879932,0.8601715393145716,0.8942837666763577
7,0.5307295554876328,0.47481394043335545,0.7342711342425261,0.7525440060818144,0.8467777843321277,0.8588018371810097,0.8022283319784702,0.8027145478033798,0.8965660093594838,0.9233157785304539
8,0.5073780590295791,0.473850816488266,0.7316008732361292,0.7813512530657534,0.8449994274591298,0.8772568034754817,0.7868343666341364,0.8533674963031997,0.9124503859438748,0.9025221540558489
9,0.48341268956661226,0.43353440440618074,0.7554883844548442,0.7748924063524264,0.8607159023606487,0.8731711326039243,0.8144782494026277,0.8219762021589412,0.9125193131319336,0.9311667495716086
10,0.451266468167305,0.5121958095293778,0.7664241494363349,0.7817916781688864,0.8677691025464076,0.8775343242957773,0.8185325061443716,0.9005400200983592,0.9233081955418979,0.8556747808281101
11,0.458524187207222,0.3805394952113812,0.7642104748403207,0.8025087115539323,0.8663484156100928,0.8904353209611888,0.820854834237819,0.8468334745953449,0.9171805819024264,0.9387708479732526
12,0.4207976585626602,0.41021765997776616,0.7881151368148581,0.8055244865865425,0.8815037919971032,0.8922886314429744,0.8469525588197986,0.8740106243509522,0.9189939364646518,0.9113474561326843
13,0.3512136892974377,0.4551815872008984,0.8121504041960476,0.7732171754358632,0.89633884948568,0.872106571205305,0.8521633172953819,0.8484314027098894,0.9453448449088837,0.8971409621715899
14,0.33119711399078366,0.3940488879497235,0.8231488750891909,0.7779403320896117,0.9029968823022435,0.8751028569955428,0.8636858207711123,0.8269000446377371,0.9460571114088753,0.9292733574941675
15,0.3133340500295162,0.4227484143697299,0.8365797699565497,0.8118260357061655,0.9110192583427419,0.8961412626899949,0.8794346353627939,0.8990380183537866,0.9449571003926034,0.8932631141219629
16,0.3093453334271908,0.3572610490597211,0.8316272031460625,0.7865256960420578,0.9080747454696376,0.8805086854161226,0.8742129830476215,0.8267718354848256,0.9446654120121688,0.9417164754587573
17,0.2839152880012989,0.39963785730875456,0.8410112888503326,0.7009945047601074,0.9136405560831993,0.8242172479669113,0.8752781231374931,0.7216657282667891,0.9555198934883593,0.9607425128897017
18,0.298080962151289,0.3654361768410756,0.8370777473807821,0.7413716667850201,0.9113144488024502,0.8514801072349659,0.8813468743750676,0.7675843731653893,0.9433916716958296,0.9559656062723044
19,0.2520661967992783,0.36398065319428075,0.864489187911783,0.816116727975568,0.9273201405689092,0.8987491997667973,0.8976798923618127,0.8808025300283769,0.9589845919784552,0.9174424205098569
20,0.23126647293567656,0.40265275652592,0.8764540849752941,0.8018883353984898,0.9341599051029631,0.8900533064621358,0.9081667147490232,0.8676810018371581,0.9616848710681393,0.9136098412171552
21,0.2225666731595993,0.3425216113145535,0.874458763998927,0.7829107757111097,0.9330253412813168,0.8782388736181681,0.9042124693372606,0.8219924988020837,0.9637349049582317,0.9427481820119361
22,0.23825484350323678,0.44576773849817425,0.870444363128892,0.8243670446283057,0.9307353699340265,0.9037293751337864,0.9021217658410758,0.9180182587106324,0.9612235720560257,0.8898784849704627
23,0.20643483996391296,0.441799589074575,0.8829635367134155,0.7970684724600304,0.937844540797182,0.8870763520422936,0.9102637973133073,0.8734682860722777,0.967148886898826,0.9011151379249065
24,0.1912819242477417,0.41721590436421907,0.8884922645692971,0.8167006551306136,0.9409540946909125,0.8991031657572623,0.915004459533769,0.9055393897327262,0.9684185600842188,0.892757788463263
25,0.1887206505984068,0.3633200056277789,0.8909292657796999,0.8203975515258378,0.9423189771324808,0.9013388870339771,0.9177906634147426,0.8940596202705557,0.9681943490219578,0.9087376596578572
26,0.1888884248584509,0.31091516522260815,0.8856995771851742,0.8041582233511073,0.9393856666259401,0.8914497774562536,0.912228237228932,0.8461418424221733,0.9682096880400488,0.941884390964096
27,0.17427161239087582,0.39535656112890977,0.8971198389424828,0.7926042394754182,0.9457703414693792,0.8843047695874727,0.9222157430068546,0.852453274965363,0.970559708147034,0.9186288830460126
28,0.2074534919112921,0.40342329557125384,0.8827722864489917,0.7982122789615466,0.9377366480297488,0.8877842602904568,0.9189788120485998,0.8655826173400122,0.9572761952130293,0.911154800725305
29,0.1611355210095644,0.3645008813876372,0.8990802853039165,0.8116907433412208,0.9468586370586576,0.8960588293830498,0.9216968528346713,0.8716345278111071,0.9734327818416406,0.9218913918299937
30,0.17240664705634118,0.5233199562017734,0.8986570082953499,0.8220439407425804,0.9466238550397064,0.9023316313738883,0.9265828186395222,0.9421102886465953,0.967550991006087,0.8657760301931626
31,0.16925136968493462,0.39205246017529416,0.9018025178779236,0.8067654178994738,0.9483660994246409,0.8930494350920338,0.92976549474871,0.871501349387334,0.9677261330427465,0.9156900985121362
32,0.16998400747776032,0.4188162667246965,0.8998967454432596,0.8154318314795247,0.947311213203123,0.8983337378357756,0.9271074504144122,0.8936596688512888,0.9684151642618545,0.9030569570446396
33,0.15001945316791535,0.36061547925839055,0.9073749711423134,0.8257153916454694,0.9514384794499982,0.9045390047364105,0.9311937111680902,0.89203830344146,0.9725830800353208,0.9173950462293539
34,0.15384948924183844,0.3660521667737227,0.9053273972849486,0.7881822078078415,0.9503116352339457,0.8815457444620093,0.9333221724010081,0.844862814058671,0.967931091614718,0.9215587191046829
35,0.14792447164654732,0.3544186365145903,0.9083990259946972,0.8277878964000173,0.9520011419217957,0.9057811336101037,0.9294707930352067,0.8928030366941954,0.97565089533869,0.9191421044181297
36,0.1512107103317976,0.4287498719417132,0.9095227785275559,0.8350822035616444,0.9526178883594091,0.9101305673836994,0.934540568833127,0.9302146126551045,0.9714083613732959,0.8908954528585962
37,0.13930457390844822,0.4190406627379931,0.9117053082626924,0.833686383914814,0.9538136493340872,0.9093009483278617,0.934105277728606,0.9265629080672662,0.9743715861748308,0.8926704092347795
38,0.13301829725503922,0.41747638239310336,0.917720473673344,0.8279550719468907,0.9570951411030973,0.9058812053461082,0.9399688409964567,0.9098939929328139,0.9748571079510153,0.9019036565048361
39,0.1354979933053255,0.46425699901122314,0.9111979219632753,0.8319981174218314,0.9535359069742485,0.9082958213873071,0.9336982379299881,0.9278109068709023,0.9742348301890144,0.8895847644313434
40,0.12619927056133748,0.41562741708296996,0.9179302125445956,0.835012596304164,0.9572091899284911,0.9100892255300418,0.9374581876552018,0.920679062717591,0.9778103590022816,0.8997402310285273
41,0.12920421443879604,0.3384076150564047,0.9215254122360861,0.8177850980903387,0.9591602654515026,0.8997599319627574,0.9432322846998776,0.8768652932186296,0.9756354248795145,0.9238821643729134
42,0.1193519751727581,0.3976867479773668,0.9222303589414437,0.8355436174959284,0.9595419764874678,0.9104045357808358,0.9408244980488829,0.9211453621067064,0.9790193320154688,0.899911304819233
43,0.11873969979584217,0.39968574104400784,0.9274992282760582,0.8336546608211247,0.9623860955893685,0.9092820787179279,0.9460058685115526,0.9164376515776422,0.979343569737745,0.9022373819919358
44,0.11975501153618097,0.39642962412192273,0.922646685826455,0.826949474183181,0.9597672756290663,0.9052789755479204,0.942272968700396,0.9051944087741352,0.9779234723429641,0.9053635581242467
45,0.11390116333961486,0.4322386533021927,0.9260761495027606,0.8340681266892318,0.961619455951249,0.9095279663300729,0.9428695453303577,0.9195392405171753,0.981130218598402,0.8997323353151101
46,0.11790192522108554,0.4374170102752172,0.9274119682019514,0.8331711487838681,0.9623391195055384,0.9089943940440003,0.9470035315681715,0.9195619727921074,0.9781795659796608,0.8986669403846845
47,0.11743889883160591,0.4188458581383412,0.9250552299565555,0.8326004366302923,0.9610687688970171,0.9086546308602245,0.9426177750030718,0.9148255862032787,0.9802565111412178,0.9025663700509852
48,0.13410639703273775,0.4036935235445316,0.921976472147599,0.8323717267368427,0.9594045353920393,0.9085184131488012,0.9447507620740669,0.9101711784911173,0.9745200521089205,0.9068716393869292
49,0.11561265405267478,0.43023401269545924,0.9262531977631253,0.8340751895600544,0.9617148969187884,0.9095321656470656,0.9448123605044829,0.9226351038497552,0.9792332167418192,0.896796182685706
50,0.11031866557896138,0.4572673439979553,0.9243302709051472,0.8342572563962359,0.960677369036418,0.9096404045693138,0.9416734808368517,0.9275084903760642,0.9804640895078627,0.8924477501164149
